perm1__real0,perm1__real1,perm1__real2
0.698211,0.0660052,0.677128
0.37911,-0.171355,0.65245
0.735717,0.0446106,0.434354
0.410206,0.0309502,0.600485
0.352867,-0.223678,0.644631
0.381654,-0.321616,0.986212
0.0469163,0.195933,1.00422
-0.271267,0.26729,1.04158
-0.283535,-0.0902027,1.26845
-0.441655,0.101922,1.23498
-0.381292,-0.413842,1.27375
-0.107581,-0.15071,1.13981
-0.174247,-0.364445,1.28513
-0.249969,-0.379499,1.03705
-0.417808,-0.457533,0.802782
-0.226655,-0.648239,1.03295
0.17261,-0.88009,1.28003
-0.19419,-0.998096,1.28805
-0.657751,-0.854828,1.29325
-0.877838,-0.924851,1.03149
-0.674036,-0.821629,0.897687
-0.982027,-0.730488,0.877298
-1.13195,-0.595085,0.728753
-1.03249,-0.512919,0.551746
-0.98792,-0.257368,0.494487
-0.740863,-0.502288,0.594454
-0.774919,-0.530026,0.87589
-0.876312,-0.47352,0.562727
-0.78309,-0.533653,0.791956
-0.634352,-0.284492,0.901503
-0.731523,-0.2685,0.50222
-0.740422,0.086879,0.421356
-0.714536,0.0831551,0.614185
-0.677686,-0.104698,0.162926
-0.815308,-0.0476445,0.133788
-0.603873,0.14751,0.0138836
-0.384997,0.300129,0.0437909
-0.399193,0.224589,0.0531724
-0.284414,0.307947,0.312317
-0.522341,0.393203,-0.169912
-0.155085,0.660995,-0.240636
-0.192561,0.618004,0.0922833
-0.553713,0.495861,-0.0168084
-0.664382,0.165114,0.507591
-0.753247,0.605979,0.310845
-0.74291,0.614051,-0.0201466
-0.826973,0.540008,-0.00780745
-0.485886,0.570634,-0.167023
-0.60252,0.560073,-0.0353896
-0.936557,0.614909,0.0388143
-0.926128,0.334447,-0.121873
-0.851703,0.380617,-0.226446
-0.793132,0.175667,-0.409272
-0.936924,-0.101568,-0.202282
-1.06286,-0.238125,-0.341007
-0.892646,-0.249657,-0.40198
-1.08199,-0.233227,-0.707834
-0.748165,0.111299,-0.746075
-0.786878,-0.0736925,-0.789138
-0.26771,-0.0874296,-0.553023
-0.525896,0.172428,-0.54655
-0.661867,0.151784,-0.669252
-0.851703,0.205482,-0.793679
-0.541581,0.416137,-0.499962
-0.609092,0.133622,-0.391314
-0.977382,-0.0590548,0.000267903
-1.20437,-0.186011,0.212779
-1.02996,-0.1698,0.0745867
-1.05061,-0.200526,0.386001
-0.774557,-0.135871,0.393722
-0.773074,-0.426264,0.451671
-0.89018,-0.35661,0.256544
-0.678461,-0.106539,0.757957
-0.219691,-0.0887149,0.222216
-0.366528,-0.0553063,0.590511
-0.500395,-0.265565,0.89609
-0.469339,-0.272315,0.587136
-0.675557,-0.548707,0.277777
-0.940895,-0.514537,0.142493
-0.769687,-0.534827,0.298252
-0.784492,-0.754266,0.171765
-0.528937,-0.354095,0.187748
-0.422655,-0.394085,0.262908
-0.461576,-0.281171,0.62938
-0.299709,-0.15506,0.78252
-0.63079,0.142379,0.689012
-0.403977,0.200462,0.528293
-0.109959,0.376317,0.395971
-0.540614,-0.185635,0.648437
-0.675199,-0.068037,0.889025
-0.594011,0.185868,1.11762
-0.635261,0.266543,1.12195
-0.266589,0.114232,0.924035
-0.32427,0.0736036,1.11995
-0.100633,0.123194,0.872541
-0.00735916,0.392099,1.07238
-0.268654,0.395935,1.24637
0.0616959,0.548209,1.30228
0.197597,0.351108,1.53418
0.227153,0.527709,1.53631
0.37462,0.316506,1.4483
0.42617,0.613397,1.27976
0.469693,0.417178,1.21688
0.735462,0.235017,1.26209
0.788842,0.423417,1.40338
1.06897,0.30717,0.996797
0.808885,0.206323,0.939552
0.771062,0.324593,1.0659
0.976766,0.261144,0.99635
0.967227,0.339408,1.05337
0.87666,0.315953,1.48024
0.977509,0.198825,1.20183
0.682865,0.252994,1.05047
0.522286,0.23341,1.22116
0.744479,0.232291,1.03754
0.870054,-0.0545112,1.0308
0.570555,-0.138245,1.34207
0.711361,-0.0141858,1.08376
0.164323,-0.294169,0.968739
-0.194495,-0.166858,0.869099
-0.0479696,-0.0685909,0.999802
-0.336833,-0.0472076,0.925418
-0.267731,-0.300587,0.731236
-0.426809,0.355135,0.865234
-0.51304,0.372792,0.966569
-0.465021,0.326124,0.881179
-0.275114,0.213874,1.0718
-0.0977719,-0.0191372,1.10401
-0.267869,-0.0502048,0.873048
-0.175579,0.150338,0.844343
0.866572,-0.190856,-0.0325955
0.618987,-0.365367,0.119871
0.876703,-0.951109,0.204518
0.461874,-0.876499,0.420274
0.551686,-0.885173,0.349521
0.476892,-1.17125,-0.013133
0.422231,-1.07781,-0.195427
0.510248,-1.18502,-0.123034
0.303146,-1.118,-0.120545
0.311389,-1.30173,-0.451533
0.355286,-1.34377,0.0926426
0.23039,-1.6616,0.27703
0.269625,-1.52285,0.16233
0.14433,-1.51579,-0.0316354
-0.381449,-1.3049,0.291797
0.140331,-1.17269,0.379949
0.218781,-1.59212,0.688301
0.0539608,-1.36158,0.531049
0.208269,-1.63718,0.519637
0.36754,-1.54403,0.232016
-0.0112925,-1.3575,0.110199
-0.655672,-1.71004,0.452799
-1.05787,-1.45653,0.685545
-0.99565,-1.54931,0.838062
-0.929851,-0.74179,0.913417
-0.914646,-0.678392,0.530823
-0.753617,-1.111,0.263517
-0.916968,-1.10318,0.628073
-1.02278,-1.06427,0.808711
-1.11573,-1.40913,0.724706
-0.955306,-1.3419,0.474575
-1.10081,-1.7485,0.335869
-1.05331,-1.50323,0.413551
-1.11846,-1.5746,0.110386
-1.0753,-1.38904,0.211993
-0.788286,-1.43311,0.331216
-0.633131,-1.47765,0.450879
-0.711829,-1.60633,0.143773
-0.706137,-1.25048,0.25751
-0.919728,-1.37879,-0.00389056
-0.985992,-1.03178,0.387
-1.10168,-0.840527,0.699537
-0.98387,-0.595123,0.669154
-1.10471,-0.843179,0.793552
-0.98721,-0.559103,0.312794
-1.19557,-0.464556,0.438219
-0.765261,-0.528642,0.586243
-0.55823,-0.311529,0.250705
-0.733566,-0.456359,0.667499
-0.692188,-0.646781,0.553024
-0.367492,-0.583352,0.215473
-0.503967,-0.643438,0.514588
-0.509213,-0.531105,0.499178
-0.491916,-0.674217,0.321792
-0.346333,-0.569243,0.42504
-0.218301,-0.698007,0.300161
-0.104914,-0.276192,0.257168
-0.438038,-0.359767,0.160813
-0.448624,-0.0249271,0.151138
-0.217994,-0.121075,0.0246924
-0.394732,-0.151083,-0.199942
-0.0144084,-0.30098,-0.284948
-0.0796322,-0.181148,-0.615755
-0.511192,0.273386,-0.363976
-0.266193,0.387541,-0.423443
-0.302129,0.175,-0.485489
-0.259322,-0.130836,-0.624938
-0.223392,0.346603,-0.690204
-0.13308,0.262944,-0.767614
-0.0480339,0.144561,-0.665091
0.0352001,0.252997,-0.828148
0.0733922,0.286455,-0.716864
0.3677,0.978132,-0.905239
0.575797,0.997802,-0.884654
0.485705,1.34568,-0.670193
0.82386,0.859084,-0.477827
0.888294,1.03049,-0.401075
0.939868,0.967004,-0.582454
0.371951,1.04244,-0.350586
0.42522,0.503658,-0.593282
0.470166,0.700054,-0.244184
0.649239,0.495522,-0.328437
0.482112,0.558468,-0.123059
0.51903,0.423017,-0.355836
0.479718,0.352739,-0.536565
0.560963,0.256304,-0.721114
0.693175,0.0529501,-0.622275
0.533275,0.260272,-0.642249
0.353042,0.289427,-0.523267
-0.0712274,0.167735,-0.391044
0.0736283,0.0786936,-0.24043
-0.0624107,0.312238,-0.180464
-0.127237,0.433773,-0.0624599
-0.037294,0.259753,-0.00181587
0.122066,0.399826,-0.169927
0.0621138,0.222471,-0.328201
-0.119519,0.208462,0.127267
-0.0907556,-0.106558,-0.232177
-0.143259,-0.086687,-0.185872
-0.117971,-0.454808,-0.362952
-0.118721,-0.300892,-0.233877
-0.0860226,-0.108848,-0.159334
-0.0797638,0.0384721,-0.154442
-0.219969,-0.30622,-0.17236
-0.187398,-0.0313702,-0.0375744
0.0265483,0.0647719,-0.280645
-0.414356,0.46077,-0.423303
-0.156868,0.383336,-0.505531
0.161986,0.0782341,-0.760694
0.0487825,-0.0107257,-0.56519
0.077086,0.104276,-0.578285
-0.0848169,-0.0496515,-0.360385
-0.075929,-0.0823106,-0.379029
-0.427652,0.135975,-0.19386
-0.379262,0.0381429,-0.13299
-0.0988137,0.472434,-0.184709
0.0382779,0.166854,-0.0125334
-0.035844,0.213582,0.131513
-0.0401143,-0.201437,0.166713
0.0942002,-0.230711,0.251678
0.14577,-0.150729,0.251659
0.114535,-0.138317,0.564008
0.0856137,-0.333047,0.904676
0.281955,0.19791,0.635761
0.242533,-0.10366,0.700935
0.210591,-0.0510299,0.651074
0.790519,0.0607229,0.73773
0.614594,-0.007535,0.524277
0.578754,0.0946821,0.48841
0.637605,0.0905741,0.616089
0.297441,-0.0399211,0.890956
0.332615,-0.0720695,1.006
0.310334,-0.185967,1.23224
-0.0189502,0.0702168,1.03105
-0.145644,0.203466,1.12774
-0.226829,0.0936283,1.22978
-0.514998,-0.256009,1.32615
-0.482148,-0.188495,1.01574
-0.294543,-0.133221,0.921242
-0.0714359,-0.372399,1.01611
-0.267236,-0.235241,0.85416
-0.237157,-0.422631,0.854853
0.178182,-0.599325,1.08698
-0.0960534,-0.644809,1.06693
-0.257188,-0.519221,1.0579
-0.620198,-0.636864,1.02726
-1.17207,-0.587939,1.04446
-1.32054,-0.353992,1.14315
-1.12014,-0.533819,1.05385
-1.00907,-0.429884,0.781892
-0.862826,-0.609061,0.553245
-0.837122,-0.508264,0.555286
-0.935517,-0.567604,0.695886
-0.934977,-0.726138,0.776645
-0.914981,-0.326015,0.622724
-0.876721,-0.153779,0.902734
-1.18856,-0.492857,0.704396
-0.886512,-0.23373,0.783637
-0.79443,-0.105887,0.581202
-1.06201,-0.00815467,0.671531
-0.738861,-0.243353,0.528074
-0.741842,-0.0203507,0.328573
-0.448565,0.00257068,0.232243
-0.384385,0.302147,-0.173999
-0.408123,-0.0304309,0.122549
-0.634267,0.426632,0.0956861
-0.190453,0.673529,-0.0882212
-0.213278,0.498663,0.0793774
-0.112974,0.489906,0.157274
-0.480422,0.339579,0.193872
-0.867079,0.520144,0.49311
-0.827433,0.4261,0.151292
-0.537952,0.737267,0.191774
-0.391109,0.821436,0.104174
-0.328351,0.550535,0.154092
-0.591439,0.527132,0.107865
-1.13992,0.3799,0.0273536
-0.842002,0.238705,-0.149107
-0.990943,0.398,-0.135339
-0.952191,0.12815,-0.373422
-1.08789,0.104531,-0.297102
-1.17934,0.191404,-0.297962
-1.11198,-0.301773,-0.415334
-1.16958,0.043901,-0.681737
-0.590983,-0.0939542,-1.07504
-0.528394,-0.0836924,-0.76843
-0.635372,-0.0111821,-0.507034
-0.499505,0.306743,-0.265917
-0.592256,0.0829246,-0.469184
-0.305874,0.230988,-0.547401
-0.632202,0.223797,-0.479273
-0.765099,0.205395,0.126216
-0.756446,0.0557295,-0.158454
-0.763088,-0.23747,0.0982342
-0.983462,-0.21965,0.244659
-0.804605,-0.325641,0.664952
-0.817606,-0.208462,0.341446
-0.942854,-0.383152,0.416238
-1.09796,0.0832399,0.440744
-0.801339,-0.0398821,0.405031
-0.264865,-0.500457,0.443447
-0.481825,-0.286868,0.551741
-0.478584,-0.256035,0.380066
-0.549674,-0.597722,0.280356
-0.822676,-0.427649,0.693793
-0.763139,-0.668718,0.481513
-0.868378,-0.655472,0.252952
-0.831957,-0.821113,0.0973489
-0.519376,-0.601937,0.145904
-0.540857,-0.704149,0.515105
-0.355034,-0.498016,0.617894
-0.462748,-0.0848062,0.943718
-0.344447,0.144936,0.470903
-0.430469,0.418296,0.551258
-0.523924,0.0182477,0.623759
-0.632428,0.0141423,0.40604
-0.682088,0.166893,0.786368
-0.644491,0.128009,1.0449
-0.346664,0.0313024,1.11537
-0.175175,-0.268204,0.920112
-0.0147322,0.0994494,0.796367
-0.000995093,0.0931046,0.917525
0.0403518,0.245183,1.24816
0.445099,0.229889,1.49012
0.392389,0.247778,1.47407
0.257228,0.19237,1.42658
0.382069,0.325161,1.32119
0.445174,0.762589,1.33596
0.647431,0.85143,1.32742
0.707625,0.66705,1.40745
0.841335,0.281122,1.53129
0.880641,0.600769,1.72892
1.09592,0.542025,1.13594
1.03756,0.032276,1.15507
0.971169,0.155326,1.21271
1.08956,0.0196195,1.01557
0.765115,0.136386,1.26114
0.726615,0.351076,1.03701
0.712675,0.155234,1.21743
0.647475,0.0739381,0.848273
0.607534,0.144853,0.835918
0.692348,0.0118948,0.883934
0.411177,-0.177675,0.963774
0.680547,-0.010862,1.45831
0.565957,-0.0694648,1.06806
0.286918,-0.277465,0.809338
0.143535,0.274941,1.00254
-0.263809,0.0120722,0.745272
-0.285584,0.0010858,0.76227
-0.467347,0.107882,0.920055
-0.333604,-0.137572,0.951925
-0.216942,0.349804,0.837689
-0.0838452,0.0238564,0.784905
-0.141768,-0.181183,0.984101
-0.0787705,-0.432484,0.616722
-0.0747703,0.00624314,0.838246
0.436297,-0.403067,-0.015036
0.799119,-0.569153,-0.0233134
0.763094,-0.842296,0.118019
0.748147,-1.06524,0.23009
0.533768,-0.867865,0.264364
0.0250087,-1.03468,0.175096
0.172198,-1.33959,-0.074105
0.424884,-0.795761,-0.396557
0.238225,-0.977564,-0.354524
0.295244,-1.02082,-0.319857
0.427182,-0.93527,-0.325702
0.167891,-1.25201,0.0012364
0.174305,-1.32705,0.0409881
0.092972,-1.46012,0.282411
-0.100856,-1.40958,0.136993
-0.0438059,-1.46533,0.168557
0.0535372,-1.57293,0.294088
0.0133383,-1.87705,0.502893
-0.0381209,-1.61867,0.452175
-0.030094,-1.98477,0.375595
0.00734484,-1.76232,0.304285
-0.292918,-1.64352,0.448406
-0.638575,-1.36204,0.414445
-1.02096,-1.7249,0.565695
-0.835402,-1.16439,0.706036
-0.934614,-1.14512,0.853554
-0.995677,-1.1593,0.627826
-0.963904,-1.02533,0.799225
-1.02144,-1.02046,0.775224
-1.0844,-1.44009,0.413211
-0.892786,-1.49042,0.616486
-0.8194,-1.38143,0.228806
-0.9385,-1.56598,0.572879
-1.08816,-1.39313,0.427232
-0.884623,-1.5388,0.321865
-0.81068,-1.34734,0.0597243
-0.848573,-1.50657,0.188076
-0.771518,-1.37251,0.267786
-0.966261,-1.6076,0.427917
-0.881152,-1.22782,0.0757034
-0.915374,-1.04413,0.0898974
-1.16664,-0.82172,0.184724
-0.978362,-0.505482,0.800325
-0.94439,-0.659484,0.661726
-1.3668,-0.750769,0.691795
-1.18797,-0.456424,0.560342
-1.08715,-0.370799,0.630733
-0.595935,-0.287374,0.506319
-0.532871,-0.312414,0.211762
-0.422667,-0.390321,0.378088
-0.710212,-0.136478,0.279625
-0.656261,-0.71103,0.325967
-0.834217,-0.410013,0.408838
-0.583328,-0.951774,0.442142
-0.482798,-0.587785,0.464102
-0.254849,-0.656519,0.325403
-0.0561102,-0.460703,0.263611
-0.318356,-0.281422,0.274122
-0.270045,-0.104047,0.22673
-0.532253,0.0940651,-0.108514
-0.360829,-0.238941,-0.34736
-0.287892,-0.132661,-0.144305
-0.229566,-0.101529,-0.198813
-0.178498,0.141467,-0.600287
-0.490573,0.24909,-0.377598
-0.274091,0.0765877,-0.692712
-0.420747,0.230811,-0.710419
-0.249975,0.0596906,-0.66585
-0.196867,0.0836658,-0.856362
-0.275783,0.161725,-0.678213
-0.123324,0.0451662,-0.759331
0.273092,0.237581,-0.598724
0.206821,0.659483,-1.02365
0.365469,1.01448,-0.645818
0.35096,1.25994,-0.644717
0.388597,0.927106,-0.834921
0.582123,0.985802,-0.308287
0.580375,1.13503,-0.560202
0.852695,0.980948,-0.33632
0.399303,0.83339,-0.217086
0.250038,0.589743,-0.34533
0.466649,0.73804,-0.485973
0.631967,0.46913,-0.278407
0.333694,0.634549,-0.265464
0.359186,0.500425,-0.427543
0.332339,0.374606,-0.356913
0.462239,0.344493,-0.623756
0.535335,-0.000324748,-0.468603
0.225075,0.0793931,-0.497486
-0.0436639,0.349541,-0.495571
-0.0897504,0.476592,-0.305013
-0.137405,0.0344347,0.0509338
0.10218,0.182639,-0.0174304
-0.364993,0.232333,0.148587
0.134047,0.257844,0.017399
0.0649608,0.454703,-0.0365891
0.307209,0.162064,0.0456697
0.125087,0.188581,0.236071
-0.231207,-0.106197,-0.255739
-0.257098,0.286388,-0.0549155
-0.0772229,-0.0949425,-0.211305
-0.28771,-0.373216,-0.182503
-0.20825,-0.178874,-0.394198
-0.0212123,-0.201828,-0.455469
-0.252483,-0.201031,-0.228298
0.0303284,-0.189484,-0.291396
-0.275265,0.0606231,-0.208792
0.00946059,0.455544,-0.422136
0.179113,0.166378,-0.747656
-0.0574576,-0.00788908,-0.810468
-0.159374,-0.181539,-0.623651
-0.0904276,0.138377,-0.527659
-0.0308769,-0.0900862,-0.261959
-0.179526,0.147927,-0.172842
-0.228536,0.115953,-0.199632
0.0152701,0.233807,-0.450297
0.0482772,0.194519,-0.193249
0.0848358,-0.174134,0.0754431
-0.0870993,-0.295781,0.339805
0.0122651,-0.293971,0.223481
0.271331,-0.0760607,0.272903
0.337522,-0.663568,0.471893
0.0976039,-0.390567,0.556597
0.136159,-0.031401,0.764082
0.0573255,0.0451463,0.745277
-0.0762258,0.0181602,0.514731
0.403815,0.0896764,0.750639
0.579706,-0.00564417,0.740801
0.532278,0.32797,0.346905
0.704684,0.277362,0.696431
0.448193,0.0152846,0.708209
0.438895,-0.0806484,0.776849
0.0529401,-0.0149394,0.882254
-0.121339,-0.089157,1.10259
-0.0678651,-0.0185138,0.956121
-0.458069,0.195272,0.996643
-0.186835,0.134996,1.39682
-0.452053,-0.147478,1.14093
-0.357806,-0.152363,0.925829
-0.552867,-0.358291,0.843288
-0.37697,-0.147968,0.678751
-0.2725,-0.479447,1.05625
-0.181048,-0.404247,0.965279
-0.0173783,-0.721475,1.2195
-0.189005,-0.707019,1.13105
-0.372967,-0.756718,1.1223
-0.755815,-0.212854,1.10926
-1.04073,-0.30792,0.901075
-1.06636,-0.202522,1.07024
-1.12342,-0.484076,1.12374
-0.869463,-0.401299,1.09925
-0.777763,-0.580115,0.894222
-0.617198,-0.514761,0.68804
-0.638473,-0.641584,0.763362
-1.1548,-0.224719,0.817345
-0.820345,0.0229334,0.801208
-0.785108,0.0475959,0.452764
-1.34671,-0.550945,0.667815
-0.99908,-0.273104,0.622781
-0.801429,-0.174264,0.513925
-0.787811,-0.566705,0.647077
-0.772692,-0.217159,0.484271
-0.538852,-0.22052,0.259598
-0.436461,0.335181,0.115017
-0.592971,0.124,-0.00294991
-0.361673,0.363295,0.0210822
-0.495621,0.557334,0.0219305
-0.309438,0.0141724,0.152549
-0.290903,0.569957,-0.0346305
-0.254669,0.507347,-0.0178712
-0.220849,0.792184,0.21196
-0.399671,0.695542,0.550768
-0.753548,0.405686,0.381287
-0.576014,0.173376,0.141867
-0.371322,0.529621,0.11085
-0.586458,0.549035,0.123546
-0.842469,0.57409,0.0604469
-0.883149,0.262677,-0.157615
-1.13641,0.318724,-0.282671
-1.43602,0.0391167,-0.340011
-1.5461,0.132598,-0.415274
-1.38865,0.304445,-0.62026
-1.24007,0.0308755,-0.520072
-1.22238,-0.151754,-0.650462
-0.93478,-0.220323,-0.937233
-0.58699,0.264388,-1.06644
-0.487112,-0.0426755,-0.873773
-0.522535,0.32607,-0.661774
-0.665976,0.180221,-0.291209
-0.491289,0.153236,-0.133669
-0.455802,0.0694173,-0.205315
-0.61094,0.223226,-0.102791
-0.847745,0.0473385,0.359239
-0.693539,0.304133,0.207617
-0.918544,-0.280839,0.164354
-0.924416,-0.246278,0.474721
-0.812306,-0.105944,0.411022
-0.978573,-0.614709,0.32548
-1.01085,-0.188835,0.669606
-0.909362,-0.209856,0.509341
-0.722586,-0.119829,0.504241
-0.70158,-0.639728,0.540208
-0.770424,-0.638875,0.428473
-1.01381,-0.843399,0.690112
-0.903739,-0.808473,0.325382
-1.06241,-0.6917,0.477707
-0.646833,-0.737143,0.355217
-0.80875,-0.467013,0.206847
-0.472168,-0.641092,0.240489
-0.210014,-0.290286,0.342515
-0.341324,-0.278823,0.631949
-0.136317,-0.238166,0.512804
-0.420974,0.155662,0.646417
-0.306107,0.240161,0.578864
-0.380949,0.394399,0.655311
-0.639336,0.22429,0.470773
-0.699745,0.0471726,0.608384
-0.669431,0.290883,0.985853
-0.284219,0.0572123,1.13832
-0.152047,0.107128,0.963417
0.111625,-0.147418,0.934228
-0.127006,-0.128901,1.08256
0.197637,0.219692,1.03117
-0.00912803,0.149368,1.24798
0.194261,0.42006,1.31062
0.39247,0.0989734,1.34207
0.478372,0.231123,1.25809
0.618557,0.454746,1.23707
0.656393,0.72916,1.34608
0.836258,0.437723,1.64119
0.725182,0.641641,1.54245
0.919661,0.637813,1.35218
1.22527,0.447704,1.41568
1.07911,0.245638,1.1273
1.01609,0.0128533,1.00266
0.818395,0.317747,1.10518
0.828578,0.0160869,1.1549
1.08602,0.0378925,1.10877
0.802626,-0.115491,1.06667
0.639446,-0.0409269,1.28298
1.13771,0.375318,0.908928
0.673436,0.085612,0.833378
0.773141,0.0437791,0.938889
0.329949,-0.255601,1.0907
0.497952,-0.0485586,1.0074
0.449059,-0.0536062,0.916917
0.276991,-0.0955698,1.02452
0.0105082,-0.00128879,1.00997
-0.0774202,0.0432619,0.94278
-0.0286994,0.0926403,0.882737
0.0227553,0.0454932,0.802384
0.0333854,0.238093,0.903122
0.0308272,0.0722947,0.968141
-0.28414,0.0152693,1.13587
0.168859,-0.128168,0.85473
-0.00322529,-0.431828,0.824823
0.459267,-0.772127,0.168095
0.673038,-0.833135,-0.0262221
0.382165,-0.615225,0.180451
0.737546,-0.736977,0.221419
0.361574,-1.30466,0.238529
0.135899,-0.841095,0.27049
0.0581662,-0.780693,-0.0128711
0.299988,-0.833026,-0.0383428
0.146403,-0.967464,-0.280492
0.0820974,-1.12688,-0.00987914
0.0787882,-0.998745,-0.722016
0.0966495,-0.930215,0.0183119
0.393765,-1.08648,-0.0525951
0.207581,-1.4817,0.266875
-0.121145,-1.40162,0.229189
-0.107938,-1.23569,-0.109119
-0.275088,-1.33635,-0.083721
-0.41271,-1.73741,-0.0247854
-0.216807,-2.03041,0.24776
-0.264807,-1.84413,0.0870305
0.148688,-1.78703,0.417332
-0.212338,-1.74135,0.252988
-0.486955,-1.33523,0.481934
-0.806223,-1.49673,0.670992
-0.911969,-1.30065,0.480195
-0.846208,-1.12489,0.791912
-0.952811,-1.13983,0.526818
-0.816597,-1.09714,0.819346
-1.13852,-1.19071,0.437624
-0.889329,-0.969277,0.785326
-0.784379,-1.31045,0.667906
-0.860173,-1.07279,0.420802
-0.888692,-1.34437,0.401964
-0.779489,-1.64065,0.408767
-0.769619,-1.58083,0.326986
-0.539907,-1.59862,0.701939
-0.812652,-1.25471,0.17746
-0.624853,-1.29018,0.189939
-0.568399,-1.24812,0.38582
-0.833573,-1.17004,0.120677
-1.15168,-0.92552,0.395442
-1.11806,-0.932536,0.502897
-1.05829,-0.814724,0.486973
-0.901886,-0.81654,0.614872
-1.08678,-0.610148,0.651641
-0.900173,-0.353985,0.515107
-1.24976,-0.25082,0.275318
-0.859818,-0.40923,0.365374
-0.644731,-0.441746,0.30621
-0.614739,-0.290513,0.559645
-0.607482,0.0698225,0.256682
-0.429257,-0.0130104,0.326819
-0.483556,-0.171404,0.149389
-0.557529,-0.242058,0.257376
-0.614708,-0.652496,-0.0482542
-0.341444,-0.49044,0.126722
-0.225255,-0.536988,0.210984
-0.262244,-0.374375,0.169822
-0.186634,-0.267831,0.139028
-0.69786,-0.109544,-0.132234
-0.586201,-0.23665,-0.315442
-0.413317,-0.39221,-0.155167
-0.208206,-0.298644,-0.346835
-0.262067,-0.266777,-0.31045
-0.358517,0.0485743,-0.445036
-0.51399,0.35255,-0.300667
-0.381623,0.369716,-0.842403
-0.33035,-0.123746,-0.998282
-0.243938,-0.0888522,-1.10287
-0.561403,-0.00516373,-0.941844
-0.185347,0.00750077,-0.940456
-0.23118,0.124522,-0.457335
-0.233698,0.450625,-0.80338
0.122066,0.817749,-0.954252
0.331827,0.879926,-0.951892
0.639257,1.05582,-0.719308
0.451066,1.15051,-0.53655
0.567234,0.884254,-0.418127
0.512788,0.833538,-0.468713
0.329546,0.73723,-0.486008
0.270591,0.606432,-0.564083
0.306817,0.437972,-0.339465
0.45102,0.821103,-0.356346
0.467759,0.400798,0.134273
0.871813,0.646772,-0.309606
0.534694,0.840033,-0.30696
0.437991,0.426885,-0.524883
0.296474,0.20969,-0.544405
0.373499,0.286586,-0.262514
0.0568261,-0.13181,-0.473788
0.131685,0.45655,-0.597305
0.0432242,0.152688,-0.18521
0.252705,-0.145388,-0.227699
-0.164197,-0.0181276,0.151857
0.219967,-0.00192601,0.228903
-0.0639672,0.117007,0.343869
-0.0170001,0.424618,0.0514576
0.231406,0.0569628,-0.0181188
-0.0466597,0.0159223,-0.187279
-0.332166,-0.0792448,-0.0466768
-0.390612,-0.0293398,-0.0723738
0.0374297,-0.292979,-0.0831577
-0.0639226,-0.413279,-0.169651
-0.0561646,-0.345177,-0.321716
-0.260219,-0.0525628,-0.391753
-0.081344,-0.241143,-0.291011
0.14079,0.235142,-0.375447
0.295908,-0.0420952,-0.409398
0.153085,0.144137,-0.590254
-0.0828525,0.239076,-0.520199
-0.36311,-0.0917141,-0.695095
-0.25819,-0.00740141,-0.218108
-0.231746,-0.303605,-0.280263
-0.352534,0.0645898,-0.421011
-0.386932,0.14289,-0.35028
-0.490716,0.160535,-0.355745
-0.286245,0.259124,0.00331869
0.129961,-0.150795,-0.186616
0.138514,0.153454,-0.125607
-0.011599,-0.480687,0.144598
0.165386,0.0103925,0.0223824
0.137502,-0.422778,0.412927
-0.220846,-0.390842,0.546193
-0.0771174,-0.100377,0.752454
-0.0568728,0.0445996,0.490854
-0.0883834,0.0586286,0.464446
0.568303,0.177114,0.592644
0.345538,0.295854,0.853307
0.321829,0.33423,0.469464
0.452263,0.00435708,0.591355
0.500347,-0.0684958,0.493876
0.174639,0.0130534,0.820369
0.0801565,0.0509978,0.492282
-0.104109,-0.124277,0.802714
-0.216183,0.176638,1.07579
-0.603386,-0.000426061,0.889558
-0.425351,0.0325932,1.06035
-0.129047,-0.00873808,1.21454
-0.408082,-0.0810597,1.01445
-0.549968,-0.250093,0.68922
-0.44453,-0.222872,0.887481
-0.486154,-0.2483,1.05312
-0.266101,-0.418469,1.01464
-0.258524,-0.742483,1.25077
-0.323921,-0.621677,0.934141
-0.411112,-0.219914,1.05146
-0.460965,-0.197271,0.983098
-0.870956,-0.0662496,1.12888
-0.97717,-0.278915,0.932103
-0.930465,-0.0468638,1.06108
-0.987172,-0.126818,1.14412
-0.787119,-0.218607,1.06694
-0.804102,-0.458525,1.04055
-0.417858,-0.73962,0.839246
-0.739366,-0.536608,0.850459
-0.852902,-0.22001,0.639558
-0.782402,-0.0542753,0.709609
-1.18768,-0.191273,0.380127
-0.903711,-0.37964,0.764223
-0.643568,-0.288183,0.668226
-0.764637,-0.156854,0.588038
-0.795372,-0.085821,0.88833
-0.863107,-0.0701281,0.232721
-0.517331,0.372024,-0.0231233
-0.542937,0.466812,-0.0644299
-0.391206,0.352093,-0.174692
-0.411324,0.48873,0.0385855
-0.160811,0.427348,0.20875
-0.0653184,0.561026,-0.0244527
-0.280145,0.581892,-0.140835
-0.487727,0.65194,-0.0228974
-0.542003,0.598996,0.192877
-0.58336,0.568974,0.155705
-0.744853,0.400838,0.214514
-0.792176,0.344933,-0.0246668
-0.765096,0.242533,0.198481
-0.937569,0.312218,-0.054821
-0.985818,0.518084,-0.414388
-1.1557,0.442743,-0.156702
-1.35939,0.545066,-0.573784
-0.99047,0.433836,-0.441211
-1.38978,0.266323,-0.61047
-1.27385,0.0258848,-0.664027
-1.11052,0.0187692,-0.878835
